Test Number,HM,Species Order,Species Family,Species Genus,Taxon,Time,Temp,Hardness,Log Conc(ug/L),Log Conc PM,Avg Taxon,Avg Order,Organism Age,Organism Lifestage,Endpoint,Reference Number,Publication Year,Author,Exclusion,Reason
155475,Cr,Anostraca,Streptocephalidae,Streptocephalus,Streptocephalus proboscideus,1,25,,2.168869856,2.102381989,1.876868103,2.01436529,NR,LV,LC50,17289,1994,"Crisinel, A., L. Delaunay, D. Rossel, J. Tarradellas, H. Meyer, H. Saiah, P. Vogel, C. Delisle, and C. Blaise",no,
157797,Cr,Anostraca,Streptocephalidae,Streptocephalus,Streptocephalus proboscideus,1,25,90,2.379804867,2.313317,1.876868103,2.01436529,2-3,NU,LC50,14250,1993,"Centeno, M.D., L. Brendonck, and G. Persoone",no,
157796,Cr,Anostraca,Streptocephalidae,Streptocephalus,Streptocephalus proboscideus,1,25,90,2.709538651,2.643050784,1.876868103,2.01436529,2-3,NU,LC50,14250,1993,"Centeno, M.D., L. Brendonck, and G. Persoone",no,
155473,Cr,Anostraca,Streptocephalidae,Streptocephalus,Streptocephalus rubricaudatus,1,25,,2.236639582,2.170151715,2.170151715,2.01436529,NR,LV,LC50,17289,1994,"Crisinel, A., L. Delaunay, D. Rossel, J. Tarradellas, H. Meyer, H. Saiah, P. Vogel, C. Delisle, and C. Blaise",no,
155474,Cr,Anostraca,Streptocephalidae,Streptocephalus,Streptocephalus texanus,1,20,,1.42504794,1.11964703,1.11964703,2.01436529,NR,LV,LC50,17289,1994,"Crisinel, A., L. Delaunay, D. Rossel, J. Tarradellas, H. Meyer, H. Saiah, P. Vogel, C. Delisle, and C. Blaise",no,
164008,Cr,Anostraca,Thamnocephalidae,Thamnocephalus,Thamnocephalus platyurus,1,25,,1.290197971,1.223710104,1.368290108,2.01436529,NR,LV,LC50,14017,1995,"Centeno, M.D.F., G. Persoone, and M.P. Goyvaerts",no,
164014,Cr,Anostraca,Thamnocephalidae,Thamnocephalus,Thamnocephalus platyurus,1,25,,1.345777698,1.279289831,1.368290108,2.01436529,12,LV,LC50,14017,1995,"Centeno, M.D.F., G. Persoone, and M.P. Goyvaerts",no,
164013,Cr,Anostraca,Thamnocephalidae,Thamnocephalus,Thamnocephalus platyurus,1,25,,1.345777698,1.279289831,1.368290108,2.01436529,10,LV,LC50,14017,1995,"Centeno, M.D.F., G. Persoone, and M.P. Goyvaerts",yes,Double entry
164018,Cr,Anostraca,Thamnocephalidae,Thamnocephalus,Thamnocephalus platyurus,1,25,,1.345777698,1.279289831,1.368290108,2.01436529,NR,LV,LC50,14017,1995,"Centeno, M.D.F., G. Persoone, and M.P. Goyvaerts",yes,Double entry
164019,Cr,Anostraca,Thamnocephalidae,Thamnocephalus,Thamnocephalus platyurus,1,25,,1.345777698,1.279289831,1.368290108,2.01436529,NR,LV,LC50,14017,1995,"Centeno, M.D.F., G. Persoone, and M.P. Goyvaerts",yes,Double entry
164020,Cr,Anostraca,Thamnocephalidae,Thamnocephalus,Thamnocephalus platyurus,1,25,,1.42504794,1.358560073,1.368290108,2.01436529,NR,LV,LC50,14017,1995,"Centeno, M.D.F., G. Persoone, and M.P. Goyvaerts",no,
164015,Cr,Anostraca,Thamnocephalidae,Thamnocephalus,Thamnocephalus platyurus,1,25,,1.492069975,1.425582108,1.368290108,2.01436529,NR,LV,LC50,14017,1995,"Centeno, M.D.F., G. Persoone, and M.P. Goyvaerts",no,
164011,Cr,Anostraca,Thamnocephalidae,Thamnocephalus,Thamnocephalus platyurus,1,25,,1.492069975,1.425582108,1.368290108,2.01436529,6,LV,LC50,14017,1995,"Centeno, M.D.F., G. Persoone, and M.P. Goyvaerts",yes,Double entry
164010,Cr,Anostraca,Thamnocephalidae,Thamnocephalus,Thamnocephalus platyurus,1,25,,1.492069975,1.425582108,1.368290108,2.01436529,4,LV,LC50,14017,1995,"Centeno, M.D.F., G. Persoone, and M.P. Goyvaerts",yes,Double entry
164016,Cr,Anostraca,Thamnocephalidae,Thamnocephalus,Thamnocephalus platyurus,1,25,,1.492069975,1.425582108,1.368290108,2.01436529,NR,LV,LC50,14017,1995,"Centeno, M.D.F., G. Persoone, and M.P. Goyvaerts",yes,Double entry
164017,Cr,Anostraca,Thamnocephalidae,Thamnocephalus,Thamnocephalus platyurus,1,25,,1.492069975,1.425582108,1.368290108,2.01436529,NR,LV,LC50,14017,1995,"Centeno, M.D.F., G. Persoone, and M.P. Goyvaerts",yes,Double entry
164012,Cr,Anostraca,Thamnocephalidae,Thamnocephalus,Thamnocephalus platyurus,1,25,,1.492069975,1.425582108,1.368290108,2.01436529,8,LV,LC50,14017,1995,"Centeno, M.D.F., G. Persoone, and M.P. Goyvaerts",yes,Double entry
164009,Cr,Anostraca,Thamnocephalidae,Thamnocephalus,Thamnocephalus platyurus,1,25,,1.601337117,1.53484925,1.368290108,2.01436529,2,LV,LC50,14017,1995,"Centeno, M.D.F., G. Persoone, and M.P. Goyvaerts",no,
80350,Cr,Architaenioglossa,Viviparidae,Viviparus,Viviparus bengalensis,1,27.3,180,3.93383541,3.977247543,3.932131483,3.932131483,NR,NR,LC50,15745,1981,"Gupta, P.K., B.S. Khangarot, and V.S. Durve",no,
80351,Cr,Architaenioglossa,Viviparidae,Viviparus,Viviparus bengalensis,2,27.3,180,3.509089604,3.853870076,3.932131483,3.932131483,NR,NR,LC50,15745,1981,"Gupta, P.K., B.S. Khangarot, and V.S. Durve",no,
80352,Cr,Architaenioglossa,Viviparidae,Viviparus,Viviparus bengalensis,3,27.3,180,3.384010442,3.905080092,3.932131483,3.932131483,NR,NR,LC50,15745,1981,"Gupta, P.K., B.S. Khangarot, and V.S. Durve",no,
80353,Cr,Architaenioglossa,Viviparidae,Viviparus,Viviparus bengalensis,4,27.3,180,3.346179408,3.99232822,3.932131483,3.932131483,NR,NR,LC50,15745,1981,"Gupta, P.K., B.S. Khangarot, and V.S. Durve",no,
15828,Cr,Basommatophora,Planorbidae,Biomphalaria,Biomphalaria glabrata,1,20,100,5.066385829,4.760984919,4.819137249,4.160103394,100,NR,LC50,5268,1981,"Bellavere, C., and J. Gorbi",yes,S Not fitting with other HM
15829,Cr,Basommatophora,Planorbidae,Biomphalaria,Biomphalaria glabrata,2,20,100,4.82627641,4.822243839,4.819137249,4.160103394,100,NR,LC50,5268,1981,"Bellavere, C., and J. Gorbi",yes,S Not fitting with other HM
15830,Cr,Basommatophora,Planorbidae,Biomphalaria,Biomphalaria glabrata,4,20,100,4.57684722,4.874182988,4.819137249,4.160103394,100,NR,LC50,5268,1981,"Bellavere, C., and J. Gorbi",yes,S Not fitting with other HM
15930,Cr,Basommatophora,Lymnaeidae,Lymnaea,Lymnaea emarginata ssp. angulata,1,23.5,154,3.967814767,3.829652988,3.893027085,4.160103394,NR,NR,LC50,6109,1976,"Cairns, J.,Jr., D.I. Messenger, and W.F. Calhoun",no,
15931,Cr,Basommatophora,Lymnaeidae,Lymnaea,Lymnaea emarginata ssp. angulata,2,23.5,154,3.793194623,3.956401183,3.893027085,4.160103394,NR,NR,LC50,6109,1976,"Cairns, J.,Jr., D.I. Messenger, and W.F. Calhoun",no,
103719,Cr,Basommatophora,Lymnaeidae,Lymnaea,Lymnaea luteola,1,32,195,4.223539731,4.491530125,4.415646226,4.160103394,NR,AD,LC50,12943,1988,"Khangarot, B.S., and P.K. Ray",no,
103720,Cr,Basommatophora,Lymnaeidae,Lymnaea,Lymnaea luteola,2,32,195,3.771389974,4.340748707,4.415646226,4.160103394,NR,AD,LC50,12943,1988,"Khangarot, B.S., and P.K. Ray",no,
103721,Cr,Basommatophora,Lymnaeidae,Lymnaea,Lymnaea luteola,3,32,195,3.621065681,4.366713592,4.415646226,4.160103394,NR,AD,LC50,12943,1988,"Khangarot, B.S., and P.K. Ray",no,
103722,Cr,Basommatophora,Lymnaeidae,Lymnaea,Lymnaea luteola,4,32,195,3.592865405,4.463592478,4.415646226,4.160103394,NR,AD,LC50,12943,1988,"Khangarot, B.S., and P.K. Ray",no,
15928,Cr,Basommatophora,Physidae,Physa,Physa integra,1,23.5,154,2.830317962,2.692156182,2.462293285,4.160103394,NR,NR,LC50,6109,1976,"Cairns, J.,Jr., D.I. Messenger, and W.F. Calhoun",no,
15929,Cr,Basommatophora,Physidae,Physa,Physa integra,2,23.5,154,2.069223827,2.232430387,2.462293285,4.160103394,NR,NR,LC50,6109,1976,"Cairns, J.,Jr., D.I. Messenger, and W.F. Calhoun",no,
93348,Cr,Basommatophora,Physidae,Physella,Physella heterostropha,4,20,,4.230058333,4.527394101,4.53376967,4.160103394,NR,NR,LC50,949,1968,"Patrick, R., J.,Jr. Cairns, and A. Scheier",no,
13421,Cr,Basommatophora,Physidae,Physella,Physella heterostropha,4,20,,4.24280947,4.540145238,4.53376967,4.160103394,NR,NR,LC50,949,1968,"Patrick, R., J.,Jr. Cairns, and A. Scheier",no,
98225,Cr,Basommatophora,Planorbidae,Planorbella,Planorbella trivolvis,4,20,,4.045935023,4.343270791,4.343270791,4.160103394,NR,JV,LC50,11951,1986,"Ewell, W.S., J.W. Gorsuch, R.O. Kringle, K.A. Robillard, and R.C. Spiegel",no,
195162,Cr,Calanoida,Diaptomidae,Eudiaptomus,Eudiaptomus padanus ssp. padanus,2,,,4.008822045,4.004789474,3.76587643,3.76587643,NR,AD,LC50,14542,1974,"Baudouin, M.F., and P. Scoppa",yes,S not fitting in the same species
16614,Cr,Calanoida,Diaptomidae,Eudiaptomus,Eudiaptomus padanus ssp. padanus,2,10,,4.008822045,3.526963387,3.76587643,3.76587643,NR,AD,EC50,5339,1974,"Baudouin, M.F., and P. Scoppa",yes,S not fitting in the same species
131894,Cr,Cladocera,Daphniidae,Ceriodaphnia,Ceriodaphnia dubia,1,,,1.726213875,1.420812965,2.16661551,1.843250927,<24,NE,EC50,8764,1989,"Hickey, C.W.",no,
768915,Cr,Cladocera,Daphniidae,Ceriodaphnia,Ceriodaphnia dubia,1,25,70,2.303616246,2.237128379,2.16661551,1.843250927,<24,NE,LC50,87704,2005,"Tsui, M.T.K., W.X. Wang, and L.M. Chu",no,
232657,Cr,Cladocera,Daphniidae,Ceriodaphnia,Ceriodaphnia dubia,1,25,80,2.459883224,2.393395357,2.16661551,1.843250927,<24,NE,LC50,45021,1996,"Hockett, J.R., and D.R. Mount",no,
780435,Cr,Cladocera,Daphniidae,Ceriodaphnia,Ceriodaphnia dubia,2,,95,2.163797279,2.159764708,2.16661551,1.843250927,<24,NE,LC50,119599,2006,"Baral, A., R. Engelken, W. Stephens, J. Farris, and R. Hannigan",no,
768914,Cr,Cladocera,Daphniidae,Ceriodaphnia,Ceriodaphnia dubia,2,25,70,2.178537084,2.413417557,2.16661551,1.843250927,<24,NE,LC50,87704,2005,"Tsui, M.T.K., W.X. Wang, and L.M. Chu",no,
232658,Cr,Cladocera,Daphniidae,Ceriodaphnia,Ceriodaphnia dubia,2,25,80,1.911240267,2.146120739,2.16661551,1.843250927,<24,NE,LC50,45021,1996,"Hockett, J.R., and D.R. Mount",no,
99368,Cr,Cladocera,Daphniidae,Ceriodaphnia,Ceriodaphnia dubia,2,25,100,2.160788391,2.395668864,2.16661551,1.843250927,<24,NR,LC50,12093,1986,"Spehar, R.L., and J.T. Fiandt",no,
131895,Cr,Cladocera,Daphniidae,Ceriodaphnia,Ceriodaphnia pulchella,1,,,2.294832461,1.98943155,1.98943155,1.843250927,<24,NE,EC50,8764,1989,"Hickey, C.W.",no,
741452,Cr,Cladocera,Daphniidae,Ceriodaphnia,Ceriodaphnia reticulata,2,,,1.814950987,1.810918416,1.770700964,1.843250927,<24,NE,LC50,101084,1989,"Epsey, Huston & Associates Inc.",no,
14816,Cr,Cladocera,Daphniidae,Ceriodaphnia,Ceriodaphnia reticulata,2,,45,1.655069812,1.651037241,1.770700964,1.843250927,<4,NR,LC50,11181,1984,"Mount, D.I., and T.J. Norberg",no,
1283,Cr,Cladocera,Daphniidae,Ceriodaphnia,Ceriodaphnia reticulata,2,23,,1.589653739,1.728968994,1.770700964,1.843250927,<24,LV,EC50,12258,1986,"Elnabarawy, M.T., A.N. Welter, and R.R. Robideau",no,
113117,Cr,Cladocera,Daphniidae,Ceriodaphnia,Ceriodaphnia reticulata,2,25,45,1.656998733,1.891879206,1.770700964,1.843250927,<24,NR,LC50,3686,1982,"Mount, D.I.",no,
762399,Cr,Cladocera,Daphniidae,Ceriodaphnia,Ceriodaphnia rigaudi,2,,,-0.452120805,-0.456153376,-0.336696854,1.843250927,24,NE,LC50,101029,2006,"Mohammed, A., and J.B.R. Agard",yes,"S Not fitting with other HM, entire reference removed"
727036,Cr,Cladocera,Daphniidae,Ceriodaphnia,Ceriodaphnia rigaudi,2,25,93,-0.452120805,-0.217240333,-0.336696854,1.843250927,24,NE,LC50,102662,2007,"Mohammed, A.",yes,S Not fitting with other HM
100187,Cr,Cladocera,Daphniidae,Ceriodaphnia,Ceriodaphnia sp.,2,,,0.725292326,0.721259755,0.721259755,1.843250927,NR,NR,EC50,12660,1987,"Dorn, P.B., J.H.,Jr. Rodgers, K.M. Jop, J.C. Raia, and K.L. Dickson",no,
122,Cr,Cladocera,Daphniidae,Daphnia,Daphnia ambigua,3,20,44,3.234078959,3.406335566,3.734725148,1.843250927,12,NR,EC50,8476,1976,"Winner, R.W.",no,
120,Cr,Cladocera,Daphniidae,Daphnia,Daphnia ambigua,3,20,145,3.890858124,4.06311473,3.734725148,1.843250927,12,NR,EC50,8476,1976,"Winner, R.W.",no,
131892,Cr,Cladocera,Daphniidae,Daphnia,Daphnia carinata,1,,,2.629292252,2.323891341,4.054032356,1.843250927,<24,NE,EC50,8764,1989,"Hickey, C.W.",no,
196406,Cr,Cladocera,Daphniidae,Daphnia,Daphnia carinata,4,31.75,,4.92539195,5.78417337,4.054032356,1.843250927,NR,NR,LC50,20715,1994,"Mukhopadhyay, M.K., B.B. Ghosh, and M.M. Bacchi",yes,S not fitting in the same species
228510,Cr,Cladocera,Daphniidae,Daphnia,Daphnia curvirostris,1,,,2.675101172,2.369700261,2.369700261,1.843250927,NR,NR,EC50,14831,1985,"Memmert, U.",no,
149,Cr,Cladocera,Daphniidae,Daphnia,Daphnia galeata,3,20,145,4.822316979,4.994573585,4.994573585,1.843250927,12,NR,EC50,8476,1976,"Winner, R.W.",no,
195141,Cr,Cladocera,Daphniidae,Daphnia,Daphnia hyalina,2,,,2.345055455,2.341022884,2.949797469,1.843250927,NR,AD,LC50,14542,1974,"Baudouin, M.F., and P. Scoppa",no,
16615,Cr,Cladocera,Daphniidae,Daphnia,Daphnia hyalina,2,10,,4.040430711,3.558572053,2.949797469,1.843250927,NR,AD,LC50,5339,1974,"Baudouin, M.F., and P. Scoppa",no,
115792,Cr,Cladocera,Daphniidae,Daphnia,Daphnia magna,1,,,2.232134023,1.926733112,1.849769557,1.843250927,5-18,NR,EC50,5080,1992,"Vindimian, E., B. Vollat, and J. Garric",no,
115790,Cr,Cladocera,Daphniidae,Daphnia,Daphnia magna,1,,,2.283344038,1.977943128,1.849769557,1.843250927,5-18,NR,EC50,5080,1992,"Vindimian, E., B. Vollat, and J. Garric",no,
115791,Cr,Cladocera,Daphniidae,Daphnia,Daphnia magna,1,,,2.283344038,1.977943128,1.849769557,1.843250927,5-18,NR,EC50,5080,1992,"Vindimian, E., B. Vollat, and J. Garric",yes,Double entry
131891,Cr,Cladocera,Daphniidae,Daphnia,Daphnia magna,1,,,2.352889588,2.047488677,1.849769557,1.843250927,<24,NE,EC50,8764,1989,"Hickey, C.W.",no,
105943,Cr,Cladocera,Daphniidae,Daphnia,Daphnia magna,1,,,2.503019942,2.197619032,1.849769557,1.843250927,NR,NR,EC50,6631,1989,"Khangarot, B.S., and P.K. Ray",no,
131686,Cr,Cladocera,Daphniidae,Daphnia,Daphnia magna,1,,,2.543184687,2.237783777,1.849769557,1.843250927,6-24,NR,LC50,4002,1994,"Fargasova, A.",no,
724839,Cr,Cladocera,Daphniidae,Daphnia,Daphnia magna,1,,,2.626197701,2.32079679,1.849769557,1.843250927,NR,NR,LC50,67528,1984,"Vinot, H., and J.P. Larpent",no,
14655,Cr,Cladocera,Daphniidae,Daphnia,Daphnia magna,1,,,2.648395601,2.342994691,1.849769557,1.843250927,<24,NR,LC50,5259,1980,"Muller, H.G.",no,
192215,Cr,Cladocera,Daphniidae,Daphnia,Daphnia magna,1,,,2.735464843,2.430063933,1.849769557,1.843250927,<24,JV,EC50,2919,1998,"De Coen, W.M., M.L. Vangheluwe, and C.R. Janssen",no,
186665,Cr,Cladocera,Daphniidae,Daphnia,Daphnia magna,1,,,2.906352925,2.600952015,1.849769557,1.843250927,<=24,NE,EC50,7069,1989,"MacLean, M.M., and K.G. Doe",no,
186657,Cr,Cladocera,Daphniidae,Daphnia,Daphnia magna,1,,,2.917088844,2.611687933,1.849769557,1.843250927,<=24,NE,EC50,7069,1989,"MacLean, M.M., and K.G. Doe",no,
186675,Cr,Cladocera,Daphniidae,Daphnia,Daphnia magna,1,,,2.92756604,2.62216513,1.849769557,1.843250927,<=24,NE,EC50,7069,1989,"MacLean, M.M., and K.G. Doe",no,
186662,Cr,Cladocera,Daphniidae,Daphnia,Daphnia magna,1,,,2.957562941,2.65216203,1.849769557,1.843250927,<=24,NE,EC50,7069,1989,"MacLean, M.M., and K.G. Doe",no,
186667,Cr,Cladocera,Daphniidae,Daphnia,Daphnia magna,1,,,2.967118987,2.661718077,1.849769557,1.843250927,<=24,NE,EC50,7069,1989,"MacLean, M.M., and K.G. Doe",no,
186669,Cr,Cladocera,Daphniidae,Daphnia,Daphnia magna,1,,,2.976469511,2.671068601,1.849769557,1.843250927,<=24,NE,EC50,7069,1989,"MacLean, M.M., and K.G. Doe",no,
186661,Cr,Cladocera,Daphniidae,Daphnia,Daphnia magna,1,,,2.994588075,2.689187164,1.849769557,1.843250927,<=24,NE,EC50,7069,1989,"MacLean, M.M., and K.G. Doe",no,
186660,Cr,Cladocera,Daphniidae,Daphnia,Daphnia magna,1,,,3.00337186,2.69797095,1.849769557,1.843250927,<=24,NE,EC50,7069,1989,"MacLean, M.M., and K.G. Doe",no,
186663,Cr,Cladocera,Daphniidae,Daphnia,Daphnia magna,1,,,3.00337186,2.69797095,1.849769557,1.843250927,<=24,NE,EC50,7069,1989,"MacLean, M.M., and K.G. Doe",yes,Double entry
186664,Cr,Cladocera,Daphniidae,Daphnia,Daphnia magna,1,,,3.00337186,2.69797095,1.849769557,1.843250927,<=24,NE,EC50,7069,1989,"MacLean, M.M., and K.G. Doe",yes,Double entry
186658,Cr,Cladocera,Daphniidae,Daphnia,Daphnia magna,1,,,3.00337186,2.69797095,1.849769557,1.843250927,<=24,NE,EC50,7069,1989,"MacLean, M.M., and K.G. Doe",yes,Double entry
130300,Cr,Cladocera,Daphniidae,Daphnia,Daphnia magna,1,,,3.00337186,2.69797095,1.849769557,1.843250927,NR,NR,IC50,2173,1993,"Garcia, M.T., I. Ribosa, L. Perez, J. Gonzalez, and J. Sanchez Leal",yes,Double entry
135217,Cr,Cladocera,Daphniidae,Daphnia,Daphnia magna,1,,,3.00337186,2.69797095,1.849769557,1.843250927,6-24,NR,LC50,4002,1994,"Fargasova, A.",yes,Double entry
186659,Cr,Cladocera,Daphniidae,Daphnia,Daphnia magna,1,,,3.016223514,2.710822603,1.849769557,1.843250927,<=24,NE,EC50,7069,1989,"MacLean, M.M., and K.G. Doe",no,
186672,Cr,Cladocera,Daphniidae,Daphnia,Daphnia magna,1,,,3.024584975,2.719184065,1.849769557,1.843250927,<=24,NE,EC50,7069,1989,"MacLean, M.M., and K.G. Doe",no,
186668,Cr,Cladocera,Daphniidae,Daphnia,Daphnia magna,1,,,3.032788664,2.727387754,1.849769557,1.843250927,<=24,NE,EC50,7069,1989,"MacLean, M.M., and K.G. Doe",no,
186673,Cr,Cladocera,Daphniidae,Daphnia,Daphnia magna,1,,,3.056509962,2.751109051,1.849769557,1.843250927,<=24,NE,EC50,7069,1989,"MacLean, M.M., and K.G. Doe",no,
186674,Cr,Cladocera,Daphniidae,Daphnia,Daphnia magna,1,,,3.056509962,2.751109051,1.849769557,1.843250927,<=24,NE,EC50,7069,1989,"MacLean, M.M., and K.G. Doe",yes,Double entry
199488,Cr,Cladocera,Daphniidae,Daphnia,Daphnia magna,1,,,3.103855217,2.798454307,1.849769557,1.843250927,<24,NR,EC50,55963,2000,"Pedersen, F.",no,
186666,Cr,Cladocera,Daphniidae,Daphnia,Daphnia magna,1,,,3.11744328,2.812042369,1.849769557,1.843250927,<=24,NE,EC50,7069,1989,"MacLean, M.M., and K.G. Doe",no,
186670,Cr,Cladocera,Daphniidae,Daphnia,Daphnia magna,1,,,3.11744328,2.812042369,1.849769557,1.843250927,<=24,NE,EC50,7069,1989,"MacLean, M.M., and K.G. Doe",yes,Double entry
186671,Cr,Cladocera,Daphniidae,Daphnia,Daphnia magna,1,,,3.130619519,2.825218608,1.849769557,1.843250927,<=24,NE,EC50,7069,1989,"MacLean, M.M., and K.G. Doe",no,
186676,Cr,Cladocera,Daphniidae,Daphnia,Daphnia magna,1,,,3.149664137,2.844263227,1.849769557,1.843250927,<=24,NE,EC50,7069,1989,"MacLean, M.M., and K.G. Doe",no,
124572,Cr,Cladocera,Daphniidae,Daphnia,Daphnia magna,1,,190,3.275519004,2.970118094,1.849769557,1.843250927,NR,NR,LC50,323,1960,"Cabejszek, I., and M. Stasiak",no,
124577,Cr,Cladocera,Daphniidae,Daphnia,Daphnia magna,1,,190,3.478121122,3.172720211,1.849769557,1.843250927,NR,NR,LC50,323,1960,"Cabejszek, I., and M. Stasiak",no,
41978,Cr,Cladocera,Daphniidae,Daphnia,Daphnia magna,1,5,45,3.451032477,2.428892436,1.849769557,1.843250927,NR,NR,LC50,518,1978,"Cairns, J.,Jr., A.L.,Jr. Buikema, A.G. Heath, and B.C. Parker",no,
41979,Cr,Cladocera,Daphniidae,Daphnia,Daphnia magna,1,10,45,3.334157003,2.550930006,1.849769557,1.843250927,NR,NR,LC50,518,1978,"Cairns, J.,Jr., A.L.,Jr. Buikema, A.G. Heath, and B.C. Parker",no,
105942,Cr,Cladocera,Daphniidae,Daphnia,Daphnia magna,1,13,,2.592690264,1.952811093,1.849769557,1.843250927,NR,NR,EC50,6631,1989,"Khangarot, B.S., and P.K. Ray",no,
41980,Cr,Cladocera,Daphniidae,Daphnia,Daphnia magna,1,15,45,3.234079796,2.689765842,1.849769557,1.843250927,NR,NR,LC50,518,1978,"Cairns, J.,Jr., A.L.,Jr. Buikema, A.G. Heath, and B.C. Parker",no,
90448,Cr,Cladocera,Daphniidae,Daphnia,Daphnia magna,1,17,,1.479466698,1.030717961,1.849769557,1.843250927,<24,NR,EC50,10486,1984,"Stephenson, R.R., and S.A. Watts",no,
90453,Cr,Cladocera,Daphniidae,Daphnia,Daphnia magna,1,17,,1.59156631,1.142817574,1.849769557,1.843250927,<24,NR,EC50,10486,1984,"Stephenson, R.R., and S.A. Watts",no,
90454,Cr,Cladocera,Daphniidae,Daphnia,Daphnia magna,1,20,,1.202949843,0.897548932,1.849769557,1.843250927,<24,NR,EC50,10486,1984,"Stephenson, R.R., and S.A. Watts",no,
90451,Cr,Cladocera,Daphniidae,Daphnia,Daphnia magna,1,20,,1.290197971,0.984797061,1.849769557,1.843250927,<24,NR,EC50,10486,1984,"Stephenson, R.R., and S.A. Watts",no,
90449,Cr,Cladocera,Daphniidae,Daphnia,Daphnia magna,1,20,,1.453108166,1.147707256,1.849769557,1.843250927,<24,NR,EC50,10486,1984,"Stephenson, R.R., and S.A. Watts",no,
186246,Cr,Cladocera,Daphniidae,Daphnia,Daphnia magna,1,20,,1.610325686,1.304924775,1.849769557,1.843250927,<24,NE,EC50,18978,1997,"Guilhermino, L., T.C. Diamantino, R. Ribeiro, F. Goncalves, and A.M.V.M. Soares",no,
186248,Cr,Cladocera,Daphniidae,Daphnia,Daphnia magna,1,20,,1.667696121,1.362295211,1.849769557,1.843250927,<24,NE,EC50,18978,1997,"Guilhermino, L., T.C. Diamantino, R. Ribeiro, F. Goncalves, and A.M.V.M. Soares",no,
740968,Cr,Cladocera,Daphniidae,Daphnia,Daphnia magna,1,20,,1.740672724,1.435271814,1.849769557,1.843250927,<24,NE,LC50,68179,2001,"Kungolos, A., S. Hadjispyrou, P. Samaras, M. Petala, V. Tsiridis, K. Aravossis, and G.P. Sakellaropoulos",no,
118289,Cr,Cladocera,Daphniidae,Daphnia,Daphnia magna,1,20,,1.805686521,1.500285611,1.849769557,1.843250927,NR,JV,EC50,6516,1993,"Janssen, C.R., and G. Persoone",no,
186250,Cr,Cladocera,Daphniidae,Daphnia,Daphnia magna,1,20,,1.962125181,1.656724271,1.849769557,1.843250927,<24,NE,EC50,18978,1997,"Guilhermino, L., T.C. Diamantino, R. Ribeiro, F. Goncalves, and A.M.V.M. Soares",no,
217668,Cr,Cladocera,Daphniidae,Daphnia,Daphnia magna,1,20,,2.324829361,2.019428451,1.849769557,1.843250927,20-24,JV,EC50,51011,2000,"Klein, B.",no,
211779,Cr,Cladocera,Daphniidae,Daphnia,Daphnia magna,1,20,,2.568828168,2.263427258,1.849769557,1.843250927,<24,NE,LC50,49794,2000,"Guilhermino, L., T. Diamantino, M.C. Silva, and A.M.V.M. Soares",no,
217671,Cr,Cladocera,Daphniidae,Daphnia,Daphnia magna,1,20,,2.932711456,2.627310546,1.849769557,1.843250927,2-6,JV,EC50,51011,2000,"Klein, B.",no,
217670,Cr,Cladocera,Daphniidae,Daphnia,Daphnia magna,1,20,,2.932711456,2.627310546,1.849769557,1.843250927,20-24,JV,EC50,51011,2000,"Klein, B.",no,
217669,Cr,Cladocera,Daphniidae,Daphnia,Daphnia magna,1,20,,2.962367217,2.656966307,1.849769557,1.843250927,2-6,JV,EC50,51011,2000,"Klein, B.",no,
741202,Cr,Cladocera,Daphniidae,Daphnia,Daphnia magna,1,20,,3.024584975,2.719184065,1.849769557,1.843250927,<24,NE,EC50,84441,2006,"Brennan, S.J., C.A. Brougham, J.J. Roche, and A.M. Fogarty",no,
188484,Cr,Cladocera,Daphniidae,Daphnia,Daphnia magna,1,20,,3.089828756,2.784427845,1.849769557,1.843250927,NR,NE,EC50,20102,1998,"Cerejeira, M.J., T. Pereira, and A. Silva-Fernandes",no,
41981,Cr,Cladocera,Daphniidae,Daphnia,Daphnia magna,1,20,45,2.604984586,2.299583675,1.849769557,1.843250927,NR,NR,LC50,518,1978,"Cairns, J.,Jr., A.L.,Jr. Buikema, A.G. Heath, and B.C. Parker",no,
69675,Cr,Cladocera,Daphniidae,Daphnia,Daphnia magna,1,20,50,0.676250807,0.370849896,1.849769557,1.843250927,72-120,NR,EC50,3690,1981,"Call, D.J., L.T. Brooke, N. Ahmad, and D.D. Vaishnav",no,
69676,Cr,Cladocera,Daphniidae,Daphnia,Daphnia magna,1,20,50,0.789822763,0.484421852,1.849769557,1.843250927,72-120,NR,EC50,3690,1981,"Call, D.J., L.T. Brooke, N. Ahmad, and D.D. Vaishnav",no,
69678,Cr,Cladocera,Daphniidae,Daphnia,Daphnia magna,1,20,50,0.802140374,0.496739464,1.849769557,1.843250927,72-120,NR,EC50,3690,1981,"Call, D.J., L.T. Brooke, N. Ahmad, and D.D. Vaishnav",no,
69674,Cr,Cladocera,Daphniidae,Daphnia,Daphnia magna,1,20,50,0.816475165,0.511074255,1.849769557,1.843250927,72-120,NR,EC50,3690,1981,"Call, D.J., L.T. Brooke, N. Ahmad, and D.D. Vaishnav",no,
69719,Cr,Cladocera,Daphniidae,Daphnia,Daphnia magna,1,20,50,0.863281176,0.557880266,1.849769557,1.843250927,72-120,NR,EC50,3690,1981,"Call, D.J., L.T. Brooke, N. Ahmad, and D.D. Vaishnav",no,
